#{"t_start": 1659292634.8480103, "env_id": "GripperPegInHole2DPyBulletEnv-v1"}
r,l,t
84.265196,100,116618.055984
88.576272,100,116824.072832
79.036173,100,117029.210992
84.675197,100,117234.294374
77.893493,100,117440.708973
87.488089,100,117646.961194
81.23035,100,117853.817486
85.231291,100,118059.289532
78.111385,100,118265.137052
90.570938,100,118472.618045
84.20877,100,118680.568952
80.848177,100,118888.497784
83.884736,100,119097.30028
86.368973,100,119306.342537
76.267325,100,119517.824574
85.024202,100,119724.519399
84.543915,100,119931.481205
78.741711,100,120138.070603
84.742385,100,120344.915903
83.985705,100,120554.10484
79.584208,100,120761.939532
82.058593,100,120969.126217
78.662142,100,121177.236306
90.546581,100,121384.699989
86.344554,100,121594.403695
76.330792,100,121807.147173
86.726279,100,122016.644417
85.83623,100,122227.019413
86.658821,100,122438.49503
87.483576,100,122648.397786
83.487038,100,122858.735821
77.544411,100,123069.642447
87.021904,100,123279.857019
79.584442,100,123491.434122
86.28525,100,123701.754673
78.026871,100,123913.804521
84.393794,100,124124.912232
87.998408,100,124335.491345
81.986805,100,124550.74298
81.79418,100,124765.369842
76.352123,100,124978.002405
84.251389,100,125190.336992
87.170421,100,125403.475125
80.769252,100,125618.985715
75.595266,100,125836.585169
85.989489,100,126050.360705
23.079765,100,126264.52576
83.456267,100,126478.212479
65.480623,100,126692.405437
85.745974,100,126911.876065
68.3971,100,127131.887719
84.433642,100,127349.120469
83.035331,100,127562.503746
88.283765,100,127775.581253
85.557764,100,127991.77247
86.368348,100,128207.807396
81.871175,100,128423.039249
86.827081,100,128639.425439
89.412827,100,128857.122093
74.920064,100,129067.967554
87.482895,100,129283.991862
86.140836,100,129501.114044
87.984637,100,129719.170501
79.956745,100,129936.815578
,100,129077.813962
76.850234,100,129296.33726
84.172886,100,129518.519096
87.233322,100,129738.907642
78.751086,100,129958.551998
,129708.281157
86.819447,100,129929.052083
